invoice_line_id,invoice_id,invoice_date,invoice_status,quantity,unit_price,discount,gross_amount,discount_amount,net_amount_local,revenue_usd,cost_total,profit_local,profit_usd,currency,rate_to_usd,customer_id,customer_name,customer_type,customer_country,customer_signup_date,product_id,product_name,product_category,cost_price,region,region_country,invoice_year,invoice_month,invoice_quarter,invoice_day_of_week,invoice_month_name,invoice_day_name
L0002617,INV000755,2023-06-19,Paid,1,239,0.1,239,23.9,215.1,234.67,0,215.1,234.67,EUR,1.091,C0039,Customer_39,Retail,INDIA,2020-11-14,P059,Product_59,Accessories,0,EAST,null,2023,6,2,2,June,Monday
L0002636,INV000759,2023-11-20,Paid,4,384,0,1536,0,1536,1717.25,1804,-268,-299.62,EUR,1.118,C0061,Customer_61,Corporate,INDIA,2022-01-10,P009,Product_9,Electronics,451,NORTH,null,2023,11,4,2,November,Monday
L0002651,INV000765,2023-12-16,Cancelled,3,646,0,1938,0,1938,23.84,963,975,11.99,INR,0.0123,C0182,Customer_182,Test,USA,2020-11-09,P020,Product_20,Electronics,321,EAST,null,2023,12,4,7,December,Saturday
L0002653,INV000766,2024-12-19,Open,5,487,0.1,2435,243.5,2191.5,2191.5,2380,-188.5,-188.5,USD,1,C0055,Customer_55,Corporate,INDIA,2022-02-14,P044,Product_44,Electronics,476,SOUTH,null,2024,12,4,5,December,Thursday
L0002675,INV000776,2023-10-29,Open,1,197,0,197,0,197,197,154,43,43,USD,1,C0232,Customer_232,Retail,USA,2020-05-11,P055,Product_55,Electronics,154,SOUTH,null,2023,10,4,1,October,Sunday
L0002685,INV000780,2024-12-28,Open,10,583,0,5830,0,5830,6185.63,0,5830,6185.63,EUR,1.061,C0060,Customer_60,Test,INDIA,2023-06-20,P022,Product_22,Accessories,0,WEST,null,2024,12,4,7,December,Saturday
L0002704,INV000785,2023-07-28,Open,8,807,0,6456,0,6456,6456,408,6048,6048,USD,1,C0278,Customer_278,Test,INDIA,2023-08-16,P007,Product_7,Electronics,51,EAST,null,2023,7,3,6,July,Friday
L0002708,INV000787,2024-06-07,Open,7,288,0.05,2016,100.8,1915.2,23.17,2331,-415.8,-5.03,INR,0.0121,C0148,Customer_148,Test,UNKNOWN,2022-02-20,P048,Product_48,Electronics,333,NORTH,null,2024,6,2,6,June,Friday
L0002715,INV000789,2023-01-14,Paid,9,329,0,2961,0,2961,2961,4356,-1395,-1395,USD,1,C0129,Customer_129,Test,INDIA,2022-05-27,P003,Product_3,Unknown,484,WEST,null,2023,1,1,7,January,Saturday
L0002720,INV000790,2024-10-10,Paid,5,646,0.1,3230,323,2907,31.98,400,2507,27.58,INR,0.011,C0189,Customer_189,Corporate,INDIA,2021-10-25,P006,Product_6,Electronics,80,SOUTH,null,2024,10,4,5,October,Thursday
L0002737,INV000795,2024-04-22,Cancelled,3,596,0.05,1788,89.4,1698.6,1698.6,0,1698.6,1698.6,USD,1,C0080,Customer_80,Corporate,INDIA,2021-12-28,P028,Product_28,Electronics,0,SOUTH,null,2024,4,2,2,April,Monday
L0002742,INV000796,2024-09-03,Open,0,998,0,0,0,0,0,0,0,0,INR,0.0111,C0027,Customer_27,Retail,UNKNOWN,2023-01-21,P059,Product_59,Accessories,0,EAST,null,2024,9,3,3,September,Tuesday
L0002772,INV000805,2024-06-13,Open,10,394,0.1,3940,394,3546,39.36,3270,276,3.06,INR,0.0111,C0192,Customer_192,Corporate,UNKNOWN,2020-08-17,P016,Product_16,Electronics,327,WEST,null,2024,6,2,5,June,Thursday
L0002785,INV000809,2023-04-17,Paid,7,168,0,1176,0,1176,13.05,2373,-1197,-13.29,INR,0.0111,C0106,Customer_106,Test,USA,2020-03-06,P030,Product_30,Accessories,339,WEST,null,2023,4,2,2,April,Monday
L0002788,INV000811,2023-02-08,Paid,7,779,0,5453,0,5453,5453,3157,2296,2296,USD,1,C0045,Customer_45,Retail,USA,2020-07-17,P009,Product_9,Electronics,451,NORTH,null,2023,2,1,4,February,Wednesday
L0002802,INV000815,2024-10-18,Paid,7,288,0,2016,0,2016,26.21,0,2016,26.21,INR,0.013,C0033,Customer_33,Corporate,USA,2020-01-14,P029,Product_29,Accessories,0,NORTH,null,2024,10,4,6,October,Friday
L0002829,INV000821,2023-02-12,Paid,3,487,0.1,1461,146.1,1314.9,14.99,1500,-185.1,-2.11,INR,0.0114,C0003,Customer_3,Test,INDIA,2020-02-21,P042,Product_42,Electronics,500,WEST,null,2023,2,1,1,February,Sunday
L0002846,INV000825,2024-11-18,Paid,1,414,0,414,0,414,414,354,60,60,USD,1,C0291,Customer_291,Corporate,INDIA,2022-05-14,P027,Product_27,Electronics,354,WEST,null,2024,11,4,2,November,Monday
L0002898,INV000839,2024-10-31,Paid,4,104,0.05,416,20.8,395.2,449.11,0,395.2,449.11,EUR,1.1364,C0077,Customer_77,Corporate,USA,2022-01-17,P059,Product_59,Accessories,0,WEST,null,2024,10,4,5,October,Thursday
L0002954,INV000857,2023-08-04,Paid,2,846,0.05,1692,84.6,1607.4,1607.4,678,929.4,929.4,USD,1,C0239,Customer_239,Test,INDIA,2021-03-27,P030,Product_30,Accessories,339,WEST,null,2023,8,3,6,August,Friday
L0002971,INV000863,2024-02-25,Cancelled,2,204,0,408,0,408,4.73,318,90,1.04,INR,0.0116,C0074,Customer_74,Corporate,USA,2021-07-23,P005,Product_5,Electronics,159,SOUTH,null,2024,2,1,1,February,Sunday
L0002974,INV000864,2023-06-21,Paid,3,332,0.05,996,49.8,946.2,1009.5,567,379.2,404.57,EUR,1.0669,C0176,Customer_176,Retail,INDIA,2023-07-04,P053,Product_53,Electronics,189,NORTH,null,2023,6,2,4,June,Wednesday
L0002984,INV000866,2023-07-27,Paid,9,649,0.05,5841,292.05,5548.95,67.7,1755,3793.95,46.29,INR,0.0122,C0268,Customer_268,Test,UNKNOWN,2023-09-11,P043,Product_43,Accessories,195,WEST,null,2023,7,3,5,July,Thursday
L0002993,INV000869,2024-11-06,Open,0,838,0.1,0,0,0,0,0,0,0,INR,0.0113,C0067,Customer_67,Corporate,UNKNOWN,2023-09-16,P026,Product_26,Accessories,341,NORTH,null,2024,11,4,4,November,Wednesday
L0003021,INV000878,2024-08-01,Open,0,443,0.05,0,0,0,0,0,0,0,INR,0.0129,C0188,Customer_188,Test,INDIA,2023-05-11,P059,Product_59,Accessories,0,EAST,null,2024,8,3,5,August,Thursday
L0003023,INV000878,2024-08-01,Open,2,277,0.05,554,27.7,526.3,6.79,378,148.3,1.91,INR,0.0129,C0188,Customer_188,Test,INDIA,2023-05-11,P053,Product_53,Electronics,189,EAST,null,2024,8,3,5,August,Thursday
L0003031,INV000881,2023-11-11,Paid,7,729,0,5103,0,5103,5505.63,2100,3003,3239.94,EUR,1.0789,C0296,Customer_296,Corporate,USA,2020-06-03,P057,Product_57,Electronics,300,WEST,null,2023,11,4,7,November,Saturday
L0003041,INV000883,2024-12-17,Open,1,552,0,552,0,552,552,0,552,552,USD,1,C0083,Customer_83,Corporate,USA,2021-06-30,P024,Product_24,Accessories,0,SOUTH,null,2024,12,4,3,December,Tuesday
L0003046,INV000885,2024-02-03,Open,7,148,0.1,1036,103.6,932.4,932.4,2282,-1349.6,-1349.6,USD,1,C0003,Customer_3,Test,INDIA,2020-02-21,P001,Product_1,Unknown,326,SOUTH,null,2024,2,1,7,February,Saturday
L0003071,INV000892,2024-11-21,Paid,9,966,0.1,8694,869.4,7824.6,8880.92,1701,6123.6,6950.29,EUR,1.135,C0019,Customer_19,Corporate,USA,2022-10-31,P053,Product_53,Electronics,189,SOUTH,null,2024,11,4,5,November,Thursday
L0003097,INV000900,2024-12-11,Paid,10,412,0,4120,0,4120,4730.17,800,3320,3811.69,EUR,1.1481,C0227,Customer_227,Corporate,USA,2022-11-25,P006,Product_6,Electronics,80,WEST,null,2024,12,4,4,December,Wednesday
L0003099,INV000900,2024-12-11,Paid,9,270,0.05,2430,121.5,2308.5,2650.39,4500,-2191.5,-2516.06,EUR,1.1481,C0227,Customer_227,Corporate,USA,2022-11-25,P042,Product_42,Electronics,500,WEST,null,2024,12,4,4,December,Wednesday
L0003106,INV000901,2023-12-14,Paid,4,796,0,3184,0,3184,40.44,1064,2120,26.92,INR,0.0127,C0235,Customer_235,Retail,INDIA,2023-04-19,P010,Product_10,Electronics,266,WEST,null,2023,12,4,5,December,Thursday
L0003132,INV000908,2024-11-30,Paid,6,297,0,1782,0,1782,1991.56,2898,-1116,-1247.24,EUR,1.1176,C0098,Customer_98,Test,INDIA,2023-08-03,P058,Product_58,Electronics,483,SOUTH,null,2024,11,4,7,November,Saturday
L0003168,INV000919,2023-07-11,Cancelled,9,545,0.05,4905,245.25,4659.75,5278.1,4347,312.75,354.25,EUR,1.1327,C0281,Customer_281,Test,INDIA,2022-04-04,P058,Product_58,Electronics,483,SOUTH,null,2023,7,3,3,July,Tuesday
L0003199,INV000928,2023-04-12,Cancelled,5,451,0.1,2255,225.5,2029.5,2029.5,2500,-470.5,-470.5,USD,1,C0084,Customer_84,Retail,INDIA,2023-12-08,P042,Product_42,Electronics,500,SOUTH,null,2023,4,2,4,April,Wednesday
L0003211,INV000934,2023-03-22,Open,6,829,0.1,4974,497.4,4476.6,56.41,582,3894.6,49.07,INR,0.0126,C0196,Customer_196,Corporate,UNKNOWN,2020-04-28,P002,Product_2,Electronics,97,EAST,null,2023,3,1,4,March,Wednesday
L0003227,INV000938,2024-10-30,Open,2,600,0,1200,0,1200,14.04,860,340,3.98,INR,0.0117,C0150,Customer_150,Retail,INDIA,2022-08-16,P052,Product_52,Accessories,430,EAST,null,2024,10,4,4,October,Wednesday
L0003304,INV000961,2023-03-12,Paid,0,666,0.1,0,0,0,0,0,0,0,USD,1,C0094,Customer_94,Test,INDIA,2020-11-30,P056,Product_56,Electronics,486,EAST,null,2023,3,1,1,March,Sunday
L0003348,INV000972,2024-01-30,Paid,1,179,0,179,0,179,179,195,-16,-16,USD,1,C0227,Customer_227,Corporate,USA,2022-11-25,P043,Product_43,Accessories,195,NORTH,null,2024,1,1,3,January,Tuesday
L0003369,INV000977,2024-11-13,Open,7,184,0.05,1288,64.4,1223.6,1223.6,1099,124.6,124.6,USD,1,C0112,Customer_112,Corporate,INDIA,2023-03-07,P054,Product_54,Electronics,157,SOUTH,null,2024,11,4,4,November,Wednesday
L0003401,INV000986,2024-07-26,Paid,9,336,0.05,3024,151.2,2872.8,33.61,4284,-1411.2,-16.51,INR,0.0117,C0151,Customer_151,Corporate,INDIA,2022-12-19,P044,Product_44,Electronics,476,WEST,null,2024,7,3,6,July,Friday
L0003416,INV000990,2024-07-08,Open,4,962,0.05,3848,192.4,3655.6,4063.56,1936,1719.6,1911.51,EUR,1.1116,C0188,Customer_188,Test,INDIA,2023-05-11,P003,Product_3,Unknown,484,NORTH,null,2024,7,3,2,July,Monday
L0003438,INV000994,2023-11-27,Paid,9,768,0.05,6912,345.6,6566.4,76.83,711,5855.4,68.51,INR,0.0117,C0210,Customer_210,Retail,INDIA,2020-12-04,P015,Product_15,Electronics,79,EAST,null,2023,11,4,2,November,Monday
L0003444,INV000995,2023-04-09,Paid,3,713,0.1,2139,213.9,1925.1,21.75,981,944.1,10.67,INR,0.0113,C0268,Customer_268,Test,UNKNOWN,2023-09-11,P016,Product_16,Electronics,327,NORTH,null,2023,4,2,1,April,Sunday
L0003447,INV000996,2023-05-13,Paid,6,351,0,2106,0,2106,2106,0,2106,2106,USD,1,C0092,Customer_92,Retail,INDIA,2024-02-02,P017,Product_17,Electronics,0,SOUTH,null,2023,5,2,7,May,Saturday
L0003475,INV001005,2023-07-17,Paid,3,128,0.05,384,19.2,364.8,4.27,1452,-1087.2,-12.72,INR,0.0117,C0270,Customer_270,Retail,INDIA,2021-12-26,P003,Product_3,Unknown,484,SOUTH,null,2023,7,3,2,July,Monday
L0003481,INV001006,2024-07-25,Cancelled,10,761,0.05,7610,380.5,7229.5,8278.5,970,6259.5,7167.75,EUR,1.1451,C0286,Customer_286,Test,UNKNOWN,2021-01-27,P002,Product_2,Electronics,97,NORTH,null,2024,7,3,5,July,Thursday
L0003494,INV001009,2024-11-04,Cancelled,0,393,0.1,0,0,0,0,0,0,0,INR,0.0117,C0081,Customer_81,Test,USA,2021-03-05,P031,Product_31,Electronics,183,WEST,null,2024,11,4,2,November,Monday
L0003572,INV001034,2023-04-26,Cancelled,2,398,0.1,796,79.6,716.4,760.6,618,98.4,104.47,EUR,1.0617,C0212,Customer_212,Retail,INDIA,2022-12-16,P040,Product_40,Accessories,309,EAST,null,2023,4,2,4,April,Wednesday
L0003674,INV001072,2023-07-29,Open,2,176,0.05,352,17.6,334.4,334.4,968,-633.6,-633.6,USD,1,C0034,Customer_34,Corporate,USA,2020-11-22,P003,Product_3,Unknown,484,WEST,null,2023,7,3,7,July,Saturday
L0003680,INV001073,2024-12-05,Open,5,499,0,2495,0,2495,2756.23,1770,725,800.91,EUR,1.1047,C0167,Customer_167,Corporate,UNKNOWN,2022-07-18,P027,Product_27,Electronics,354,SOUTH,null,2024,12,4,5,December,Thursday
L0003693,INV001076,2024-04-07,Open,3,918,0.05,2754,137.7,2616.3,2616.3,240,2376.3,2376.3,USD,1,C0234,Customer_234,Corporate,UNKNOWN,2020-02-13,P006,Product_6,Electronics,80,SOUTH,null,2024,4,2,1,April,Sunday
L0003751,INV001094,2023-08-11,Open,3,861,0.1,2583,258.3,2324.7,30.22,921,1403.7,18.25,INR,0.013,C0193,Customer_193,Retail,UNKNOWN,2022-01-13,P019,Product_19,Accessories,307,WEST,null,2023,8,3,6,August,Friday
L0003821,INV001111,2023-08-01,Cancelled,9,898,0,8082,0,8082,8693.81,0,8082,8693.81,EUR,1.0757,C0213,Customer_213,Test,UNKNOWN,2023-05-27,P024,Product_24,Accessories,0,NORTH,null,2023,8,3,3,August,Tuesday
L0003824,INV001112,2023-12-25,Paid,10,488,0.1,4880,488,4392,56.66,3540,852,10.99,INR,0.0129,C0287,Customer_287,Retail,INDIA,2021-01-24,P027,Product_27,Electronics,354,SOUTH,null,2023,12,4,2,December,Monday
L0003849,INV001118,2023-06-09,Open,7,623,0.1,4361,436.1,3924.9,44.35,609,3315.9,37.47,INR,0.0113,C0236,Customer_236,Corporate,USA,2023-02-08,P039,Product_39,Electronics,87,EAST,null,2023,6,2,6,June,Friday
L0003867,INV001123,2023-07-11,Cancelled,10,545,0,5450,0,5450,5450,2040,3410,3410,USD,1,C0274,Customer_274,Corporate,USA,2024-02-02,P045,Product_45,Electronics,204,EAST,null,2023,7,3,3,July,Tuesday
L0003888,INV001128,2024-06-02,Paid,4,181,0.05,724,36.2,687.8,753.42,756,-68.2,-74.71,EUR,1.0954,C0013,Customer_13,Retail,USA,2022-05-14,P053,Product_53,Electronics,189,SOUTH,null,2024,6,2,1,June,Sunday
L0003892,INV001129,2023-12-15,Cancelled,8,658,0.1,5264,526.4,4737.6,54.01,2672,2065.6,23.55,INR,0.0114,C0248,Customer_248,Test,UNKNOWN,2021-11-07,P012,Product_12,Accessories,334,EAST,null,2023,12,4,6,December,Friday
L0003895,INV001130,2023-05-27,Paid,4,951,0,3804,0,3804,46.03,1416,2388,28.89,INR,0.0121,C0051,Customer_51,Corporate,USA,2024-02-03,P027,Product_27,Electronics,354,SOUTH,null,2023,5,2,7,May,Saturday
L0003961,INV001146,2024-04-11,Open,5,631,0,3155,0,3155,37.54,945,2210,26.3,INR,0.0119,C0159,Customer_159,Retail,USA,2023-01-04,P053,Product_53,Electronics,189,WEST,null,2024,4,2,5,April,Thursday
L0003978,INV001149,2024-04-09,Open,5,464,0.05,2320,116,2204,2204,1545,659,659,USD,1,C0250,Customer_250,Test,USA,2022-11-18,P040,Product_40,Accessories,309,NORTH,null,2024,4,2,3,April,Tuesday
L0003980,INV001149,2024-04-09,Open,5,631,0.05,3155,157.75,2997.25,2997.25,0,2997.25,2997.25,USD,1,C0250,Customer_250,Test,USA,2022-11-18,P028,Product_28,Electronics,0,NORTH,null,2024,4,2,3,April,Tuesday
L0003996,INV001153,2024-06-29,Paid,5,969,0.05,4845,242.25,4602.75,5138.51,2080,2522.75,2816.4,EUR,1.1164,C0237,Customer_237,Corporate,INDIA,2021-04-16,P032,Product_32,Electronics,416,WEST,null,2024,6,2,7,June,Saturday
L0003997,INV001153,2024-06-29,Paid,8,191,0.05,1528,76.4,1451.6,1620.57,2456,-1004.4,-1121.31,EUR,1.1164,C0237,Customer_237,Corporate,INDIA,2021-04-16,P019,Product_19,Accessories,307,WEST,null,2024,6,2,7,June,Saturday
L0004029,INV001163,2024-09-22,Paid,6,630,0,3780,0,3780,4118.69,942,2838,3092.28,EUR,1.0896,C0296,Customer_296,Corporate,USA,2020-06-03,P054,Product_54,Electronics,157,SOUTH,null,2024,9,3,1,September,Sunday
L0004042,INV001167,2023-01-01,Cancelled,4,662,0.1,2648,264.8,2383.2,2650.83,1356,1027.2,1142.55,EUR,1.1123,C0287,Customer_287,Retail,INDIA,2021-01-24,P030,Product_30,Accessories,339,NORTH,null,2023,1,1,1,January,Sunday
L0004045,INV001168,2023-02-01,Cancelled,10,963,0.05,9630,481.5,9148.5,10138.37,4160,4988.5,5528.26,EUR,1.1082,C0121,Customer_121,Retail,UNKNOWN,2020-10-19,P032,Product_32,Electronics,416,WEST,null,2023,2,1,4,February,Wednesday
L0004071,INV001173,2023-01-12,Paid,1,0,0.05,0,0,0,0,299,-299,-3.32,INR,0.0111,C0037,Customer_37,Test,USA,2021-11-27,P013,Product_13,Electronics,299,NORTH,null,2023,1,1,5,January,Thursday
L0004123,INV001188,2024-10-06,Paid,5,529,0,2645,0,2645,32.8,2415,230,2.85,INR,0.0124,C0243,Customer_243,Test,USA,2023-07-16,P058,Product_58,Electronics,483,SOUTH,null,2024,10,4,1,October,Sunday
L0004168,INV001201,2024-06-29,Open,1,598,0.1,598,59.8,538.2,600.85,80,458.2,511.53,EUR,1.1164,C0120,Customer_120,Corporate,INDIA,2022-07-28,P006,Product_6,Electronics,80,WEST,null,2024,6,2,7,June,Saturday
L0004173,INV001201,2024-06-29,Open,1,198,0.1,198,19.8,178.2,198.94,416,-237.8,-265.48,EUR,1.1164,C0120,Customer_120,Corporate,INDIA,2022-07-28,P032,Product_32,Electronics,416,WEST,null,2024,6,2,7,June,Saturday
L0004216,INV001213,2024-12-26,Open,10,970,0.1,9700,970,8730,8730,790,7940,7940,USD,1,C0062,Customer_62,Retail,INDIA,2023-03-28,P015,Product_15,Electronics,79,SOUTH,null,2024,12,4,5,December,Thursday
L0004247,INV001222,2024-03-28,Paid,5,270,0.05,1350,67.5,1282.5,1282.5,0,1282.5,1282.5,USD,1,C0133,Customer_133,Retail,INDIA,2021-03-25,P059,Product_59,Accessories,0,NORTH,null,2024,3,1,5,March,Thursday
L0004313,INV001243,2023-11-11,Paid,1,565,0.1,565,56.5,508.5,548.62,0,508.5,548.62,EUR,1.0789,C0050,Customer_50,Corporate,INDIA,2020-03-29,P029,Product_29,Accessories,0,SOUTH,null,2023,11,4,7,November,Saturday
L0004328,INV001247,2023-08-07,Cancelled,6,371,0,2226,0,2226,26.71,0,2226,26.71,INR,0.012,C0024,Customer_24,Corporate,INDIA,2024-01-06,P029,Product_29,Accessories,0,SOUTH,null,2023,8,3,2,August,Monday
L0004413,INV001268,2023-07-23,Cancelled,5,566,0.05,2830,141.5,2688.5,2688.5,1290,1398.5,1398.5,USD,1,C0167,Customer_167,Corporate,UNKNOWN,2022-07-18,P004,Product_4,Electronics,258,NORTH,null,2023,7,3,1,July,Sunday
L0004433,INV001276,2023-06-25,Paid,4,511,0.1,2044,204.4,1839.6,1839.6,0,1839.6,1839.6,USD,1,C0176,Customer_176,Retail,INDIA,2023-07-04,P022,Product_22,Accessories,0,EAST,null,2023,6,2,1,June,Sunday
L0004545,INV001307,2024-04-30,Paid,3,152,0.1,456,45.6,410.4,441.47,612,-201.6,-216.86,EUR,1.0757,C0178,Customer_178,Corporate,USA,2023-08-01,P045,Product_45,Electronics,204,WEST,null,2024,4,2,3,April,Tuesday
L0004552,INV001309,2024-06-16,Cancelled,4,163,0.05,652,32.6,619.4,675.08,204,415.4,452.74,EUR,1.0899,C0172,Customer_172,Corporate,USA,2022-10-22,P007,Product_7,Electronics,51,EAST,null,2024,6,2,1,June,Sunday
L0004553,INV001309,2024-06-16,Cancelled,6,512,0.05,3072,153.6,2918.4,3180.76,1800,1118.4,1218.94,EUR,1.0899,C0172,Customer_172,Corporate,USA,2022-10-22,P057,Product_57,Electronics,300,EAST,null,2024,6,2,1,June,Sunday
L0004589,INV001319,2024-04-04,Paid,6,851,0.1,5106,510.6,4595.4,4595.4,324,4271.4,4271.4,USD,1,C0277,Customer_277,Test,USA,2023-08-31,P047,Product_47,Electronics,54,EAST,null,2024,4,2,5,April,Thursday
L0004592,INV001319,2024-04-04,Paid,9,905,0,8145,0,8145,8145,4167,3978,3978,USD,1,C0277,Customer_277,Test,USA,2023-08-31,P046,Product_46,Electronics,463,EAST,null,2024,4,2,5,April,Thursday
L0004596,INV001321,2023-11-24,Cancelled,2,172,0.1,344,34.4,309.6,309.6,676,-366.4,-366.4,USD,1,C0080,Customer_80,Corporate,INDIA,2021-12-28,P038,Product_38,Electronics,338,EAST,null,2023,11,4,6,November,Friday
L0004633,INV001331,2024-01-31,Cancelled,1,803,0.1,803,80.3,722.7,722.7,54,668.7,668.7,USD,1,C0191,Customer_191,Retail,USA,2020-02-09,P047,Product_47,Electronics,54,EAST,null,2024,1,1,4,January,Wednesday
L0004638,INV001333,2024-03-30,Paid,3,795,0,2385,0,2385,2614.68,1497,888,973.51,EUR,1.0963,C0213,Customer_213,Test,UNKNOWN,2023-05-27,P050,Product_50,Electronics,499,EAST,null,2024,3,1,7,March,Saturday
L0004665,INV001341,2023-08-18,Cancelled,4,154,0.05,616,30.8,585.2,585.2,1336,-750.8,-750.8,USD,1,C0014,Customer_14,Test,USA,2020-03-06,P012,Product_12,Accessories,334,SOUTH,null,2023,8,3,6,August,Friday
L0004683,INV001345,2024-08-18,Cancelled,1,149,0.05,149,7.45,141.55,1.59,256,-114.45,-1.28,INR,0.0112,C0247,Customer_247,Test,USA,2020-03-05,P025,Product_25,Electronics,256,WEST,null,2024,8,3,1,August,Sunday
L0004693,INV001347,2024-06-08,Paid,4,227,0.05,908,45.4,862.6,862.6,1804,-941.4,-941.4,USD,1,C0295,Customer_295,Retail,UNKNOWN,2021-05-26,P009,Product_9,Electronics,451,EAST,null,2024,6,2,7,June,Saturday
L0004707,INV001351,2023-10-24,Paid,2,116,0.05,232,11.6,220.4,2.47,568,-347.6,-3.89,INR,0.0112,C0150,Customer_150,Retail,INDIA,2022-08-16,P035,Product_35,Electronics,284,NORTH,null,2023,10,4,3,October,Tuesday
L0004711,INV001352,2024-10-05,Cancelled,4,425,0.05,1700,85,1615,1615,756,859,859,USD,1,C0094,Customer_94,Test,INDIA,2020-11-30,P053,Product_53,Electronics,189,SOUTH,null,2024,10,4,7,October,Saturday
L0004716,INV001353,2023-11-20,Paid,9,494,0,4446,0,4446,4970.63,981,3465,3873.87,EUR,1.118,C0155,Customer_155,Retail,UNKNOWN,2023-10-25,P051,Product_51,Electronics,109,EAST,null,2023,11,4,2,November,Monday
L0004727,INV001356,2024-02-26,Paid,3,871,0.1,2613,261.3,2351.7,2351.7,1062,1289.7,1289.7,USD,1,C0175,Customer_175,Test,USA,2020-08-05,P023,Product_23,Accessories,354,NORTH,null,2024,2,1,2,February,Monday
L0004733,INV001358,2024-03-03,Paid,0,984,0,0,0,0,0,0,0,0,USD,1,C0236,Customer_236,Corporate,USA,2023-02-08,P030,Product_30,Accessories,339,NORTH,null,2024,3,1,1,March,Sunday
L0004737,INV001360,2023-05-23,Paid,6,105,0,630,0,630,7.56,1926,-1296,-15.55,INR,0.012,C0227,Customer_227,Corporate,USA,2022-11-25,P020,Product_20,Electronics,321,EAST,null,2023,5,2,3,May,Tuesday
L0004740,INV001360,2023-05-23,Paid,8,282,0,2256,0,2256,27.07,2272,-16,-0.19,INR,0.012,C0227,Customer_227,Corporate,USA,2022-11-25,P035,Product_35,Electronics,284,EAST,null,2023,5,2,3,May,Tuesday
L0004754,INV001364,2024-12-08,Open,5,352,0,1760,0,1760,1760,375,1385,1385,USD,1,C0058,Customer_58,Retail,INDIA,2021-08-23,P018,Product_18,Unknown,75,NORTH,null,2024,12,4,1,December,Sunday
L0004762,INV001366,2024-11-06,Open,9,983,0,8847,0,8847,99.97,0,8847,99.97,INR,0.0113,C0263,Customer_263,Test,USA,2022-08-26,P024,Product_24,Accessories,0,NORTH,null,2024,11,4,4,November,Wednesday
L0004765,INV001367,2023-05-02,Cancelled,8,930,0,7440,0,7440,7440,1632,5808,5808,USD,1,C0130,Customer_130,Corporate,INDIA,2023-04-10,P045,Product_45,Electronics,204,NORTH,null,2023,5,2,3,May,Tuesday
L0004799,INV001378,2023-05-07,Open,5,135,0.05,675,33.75,641.25,641.25,1605,-963.75,-963.75,USD,1,C0239,Customer_239,Test,INDIA,2021-03-27,P020,Product_20,Electronics,321,SOUTH,null,2023,5,2,1,May,Sunday
L0004807,INV001381,2024-04-12,Paid,8,359,0.05,2872,143.6,2728.4,32.74,2480,248.4,2.98,INR,0.012,C0160,Customer_160,Test,INDIA,2021-06-30,P021,Product_21,Accessories,310,WEST,null,2024,4,2,6,April,Friday
L0004810,INV001382,2024-07-21,Paid,7,534,0.05,3738,186.9,3551.1,3857.2,1365,2186.1,2374.54,EUR,1.0862,C0209,Customer_209,Retail,USA,2023-01-30,P043,Product_43,Accessories,195,WEST,null,2024,7,3,1,July,Sunday
L0004836,INV001389,2024-05-26,Open,8,586,0,4688,0,4688,60.48,2832,1856,23.94,INR,0.0129,C0143,Customer_143,Corporate,UNKNOWN,2023-10-25,P023,Product_23,Accessories,354,EAST,null,2024,5,2,1,May,Sunday
L0004838,INV001389,2024-05-26,Open,6,587,0.1,3522,352.2,3169.8,40.89,2604,565.8,7.3,INR,0.0129,C0143,Customer_143,Corporate,UNKNOWN,2023-10-25,P036,Product_36,Accessories,434,EAST,null,2024,5,2,1,May,Sunday
L0004854,INV001392,2023-05-06,Paid,2,358,0,716,0,716,767.34,456,260,278.64,EUR,1.0717,C0129,Customer_129,Test,INDIA,2022-05-27,P041,Product_41,Accessories,228,WEST,null,2023,5,2,7,May,Saturday
L0004894,INV001401,2024-07-24,Open,6,202,0,1212,0,1212,14.91,480,732,9,INR,0.0123,C0156,Customer_156,Test,INDIA,2024-01-16,P006,Product_6,Electronics,80,SOUTH,null,2024,7,3,4,July,Wednesday
L0004904,INV001403,2023-04-23,Open,8,716,0,5728,0,5728,68.16,640,5088,60.55,INR,0.0119,C0292,Customer_292,Retail,INDIA,2021-01-10,P006,Product_6,Electronics,80,WEST,null,2023,4,2,1,April,Sunday
L0004908,INV001405,2023-09-27,Cancelled,7,752,0,5264,0,5264,66.33,2149,3115,39.25,INR,0.0126,C0254,Customer_254,Retail,USA,2022-09-21,P019,Product_19,Accessories,307,WEST,null,2023,9,3,4,September,Wednesday
L0004919,INV001408,2024-01-25,Cancelled,3,645,0.1,1935,193.5,1741.5,1925.23,774,967.5,1069.57,EUR,1.1055,C0050,Customer_50,Corporate,INDIA,2020-03-29,P004,Product_4,Electronics,258,EAST,null,2024,1,1,5,January,Thursday
L0004950,INV001419,2024-05-23,Cancelled,5,949,0,4745,0,4745,54.09,1605,3140,35.8,INR,0.0114,C0039,Customer_39,Retail,INDIA,2020-11-14,P020,Product_20,Electronics,321,SOUTH,null,2024,5,2,5,May,Thursday
L0004954,INV001420,2023-09-29,Paid,8,526,0.1,4208,420.8,3787.2,4159.86,3608,179.2,196.83,EUR,1.0984,C0025,Customer_25,Retail,UNKNOWN,2023-08-23,P009,Product_9,Electronics,451,WEST,null,2023,9,3,6,September,Friday
